,description,title
389,"b'<div><p><b>Position Summary:</b><b>\n</b></p><p>Under general direction, the Data Scientist leads activities related to the design, development, implementation, and support of mathematical models and machine learning products delivering on the strategic value of data.</p>\n<p><b>E</b><b>ssential Duties and Responsibilities:</b><b>\n</b></p><ul><li>Partners with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.</li>\n<li>Mines and analyzes data from company databases and outside sources to drive optimization and improvement of product development, marketing techniques and business strategies.</li>\n<li>Assesses the effectiveness and accuracy of new data sources and data gathering techniques.</li>\n<li>Develops custom data models and algorithms to apply to data sets. Automate those models.</li>\n<li>Uses predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.</li>\n<li>Develops company A/B testing framework and test model quality.</li>\n<li>Coordinates with different functional teams to implement models and monitor outcomes.</li>\n<li>Develops processes and tools to monitor and analyze model performance and data accuracy.</li>\n<li>Partners in the training and development of analytic, data, and statistical maturity throughout the enterprise.</li>\n</ul><p><b>Qualifications</b></p>\n<p><b>Education, License or Certification:</b></p>\n<ul><li> Bachelor\xe2\x80\x99s degree in Mathematics, Statistics, Computer Science, Science or equivalent experience. PhD preferred.</li></ul>\n<p><b>Experience:\n</b></p><ul><li> 3-5 years\xe2\x80\x99 experience delivering data and analytics products in an enterprise environment. Proficiency in SQL, databases, data integration,</li></ul>\nat least one programming language.</div>'",DATA SCIENTIST
390,"b'<div><div><p><b>Must Have Skills</b>: Python R Machine learning Statistics(Linear models) Restful services SQL Background in Banking/Financial sector,AWS, RESTful API design<br/>\n<br/>\n<b>Location </b>: NY<br/>\n</p><p><b>Education:\n</b></p><p>Bachelor\xe2\x80\x99s degree in Computer Science or a related Engineering discipline or equivalent.</p>\n<p><b>Job Responsibilities: </b>:<br/>\nResearch, Identify and assess the value of various data sources and products available in the market\n</p><ul><li>Design and Implement suitable data collection mechanisms to gather data from the sources in real time and in batches</li>\n<li>Integrate collected data sources into existing and new data models\n</li><li>Assist in design, build, test and optimization of predictive models using machine learning algorithms\n</li><li>Design, build and implement RESTful APIs as interface to the data models\n</li><li>Monitor, quality check and report performance of data models and services\n</li><li>Convert the data models into data products and services\n</li><li>Perform ad-hoc data analytics on internal and external data sources available to answer business challenges and questions\n</li><li>Coordinate with engineering and business teams to integrate data science solutions into applications used in various stages of lending process\n</li><li>Generate, maintain and publish weekly/monthly reports used for reporting purposes\n</li><li>Automate and improve the efficiency of data collection and model testing\n</li></ul></div><br/>\n<p>Email id and address to contact: alex@fraank.com, 1605 S Main St, Suite#112, Milpitas, CA-95035. Call: 510-771-9226</p></div>'",Data Scientist
391,"b""<div><p><b>***Only candidates with Infectious Disease Modeling Experience will be considered. Thank you!***</b></p>\n<p><b>METABIOTA </b>is the pioneer in comprehensive risk analytics that help protect global health. Built on a strong foundation of scientific expertise, including a worldwide network of on-the-ground experts, Metabiota delivers actionable, data-driven analytics to help countries and corporations mitigate complex health issues. With a strategic global presence and sustained partnerships, Metabiota's agile approach helps identify, analyze and transfer the risk associated with biological threats. For more information, visit http://www.metabiota.com.</p>\n<p><b>ROLE</b></p>\n<p>Metabiota is looking for an exceptional <b>Modeler/Data Scientist</b>. You will be a core member of the team responsible for evaluating and interpreting global infectious disease data with an eye towards developing models, creating statistical distributions of parameters, and performing model validation. Your core mission will be to build, manage, and scale infectious disease models within cloud computing environments. Your work will have direct public health and business implications.</p><br/>\n<p>\n<br/>\n<b>RESPONSIBILITIES</b></p>\n<ul><li>You will work closely with the Data Science, Engineering, and Product teams to research and create predictive models related to infectious diseases for government and commercial clients</li>\n<li>Build pipelines and scale models with cloud computing platforms (e.g., AWS and GCP)</li>\n<li>Develop appropriate models and methods for analysis and ensure the accuracy and reproducibility of data sets and analyses by following relevant work practices and procedures</li>\n<li>Provide interpretation of results and explain methodology to team members</li>\n<li>Create customer-facing reports of modeling/statistical work and present to internal and external stakeholders</li>\n<li>Ensure all modeling/statistical work is processed on time to appropriate quality levels</li>\n</ul>\n<p><br/>\n<b>ABOUT YOU</b>\n<br/>\nYou are an exceptional quant who craves to apply your skills to solve real world business problems. You are energetic, independent, and creative. You are nimble; build-test-validate-pivot is second nature to you. You are as comfortable building models by yourself as you are standing in front of a room and talking about your work.</p><br/>\n<p>\n<br/>\n<b>QUALIFICATIONS</b></p>\n<ul><li>Experience with infectious diseases modeling is a must</li>\n<li>B.S. or Master's degree/Ph.D. (preferred) in a data analytics or mathematics field, e.g. statistics, biostatistics, epidemiology</li>\n<li>Industry experience with building pipelines and scaling models with cloud computing platforms, e.g., AWS, GCP Experience with Docker and Container Technology is a strong plus</li>\n<li>Expertise with statistical software and associated programs, e.g., R (preferred), Python, SAS</li>\n<li>Experience in economic or financial models a plus, but not required</li>\n<li>The ability to effectively explain complex statistical models to individuals from different disciplinary backgrounds</li>\n<li>Excellent oral and written communication skills</li>\n<li>Self-starter able to work independently and take ownership of work</li>\n</ul><p><b>COMPENSATION</b></p>\n<ul><li>Competitive salary starting @ $110k annually</li>\n<li>Matching 401(k)</li>\n<li>Employer-paid health benefits, PTO and more</li>\n</ul><p>**Please include a cover letter with your application. Thank you!**</p></div>""",Modeler/Data Scientist
392,"b""<div><div><div>Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities \xe2\x80\x94 we're just getting started.\n</div></div><div>At the heart of connecting people, is building a platform that fosters sharing between our users and their family, friends, and community. We believe that relevance is one of the key drivers to building a product experience that will fosters meaningful conversations amongst close connections. In this role you will be working across multiple product teams (Ranking, Search, Notifications) to help drive the insights in these areas that will lead to product strategies to win the messaging market. As we consider potential options to unify the various Facebook messaging apps (Messenger, WhatsApp, IG Direct), surfacing relevant suggestions or results becomes even more important challenge to solve.\n<br/>\nRelevance can be a complex space where we will need to make recommendations between tradeoffs in key metrics (e.g. do we prioritize displaying close connections in the Active Now bar at the expense of reducing new conversation volume). The ideal candidate would be comfortable developing frameworks to make these tradeoffs. This role also includes playing a tech lead/mentor role to the DS who are currently supporting each of the product teams in relevance and would be a great fit for a strong individual contributor looking to move into managing a team.\n<br/>\n<br/>\n</div><div><div>RESPONSIBILITIES</div><div></div><div><div><ul><li><div><div>\nUse existing insights, and develop an understanding agenda to unearth new ones, to drive the product strategy</div></div></li></ul><div></div><ul><li><div><div>\nOwn all communications of insights to upper management in support of strategic decision-making</div></div></li></ul><div></div><ul><li><div><div>\nPartner with cross-functional teams to identify new opportunities requiring the use of modern analytical and modeling techniques</div></div></li></ul><div></div><ul><li><div><div>\nPlan, and be able to conduct as needed, end-to-end analyses, from data requirement gathering, to data processing and modeling</div></div></li></ul><div></div><ul><li><div><div>\nOwn ongoing deliverables and communications</div></div></li></ul><div></div><ul><li><div><div>\nWork with data engineers to architect data and modeling pipelines</div></div></li></ul></div></div></div><div><div>\nMINIMUM QUALIFICATIONS</div><div></div><div><div><ul><li><div><div>\nMS degree in a quantitative discipline (e.g., statistics, operations research, econometrics, computer science, applied mathematics, physics, electrical engineering, industrial engineering) or equivalent experience</div></div></li></ul><div></div><ul><li><div><div>\n8+ years experience doing quantitative analysis or statistical modeling</div></div></li></ul><div></div><ul><li><div><div>\nKnowledge of at least one modeling framework (e.g., scikit-learn, TensorFlow, R)</div></div></li></ul><div></div><ul><li><div><div>\nExperience influencing product strategy through data-centric presentations (to product, business, and other stakeholders)</div></div></li></ul><div></div><ul><li><div><div>\nProven experience in using ML to drive product experiences</div></div></li></ul><div></div><ul><li><div><div>\nExperience extracting and manipulating large datasets</div></div></li></ul><div></div><ul><li><div><div>\nDevelopment experience in any scripting language (PHP, Python, Perl, etc.)</div></div></li></ul><div></div><ul><li><div><div>\nProven experience influencing cross-functional partners and work across teams</div></div></li></ul></div></div></div><div><div>\nPREFERRED QUALIFICATIONS</div><div></div><div><div><ul><li><div><div>\n3+ years experience leading technical teams</div></div></li></ul><div></div><ul><li><div><div>\nExperience in working on growth initiatives, products with network effects, or messaging applications</div></div></li></ul></div></div></div></div>""","Data Scientist, Analytics - Messenger Relevance"
393,"b'<div><p><b>Job Title\n</b></p>Data Scientist\n<p></p><p><b>Position Overview\n</b></p><p><b>Position Objective\n</b></p><p>The data scientist is responsible for modeling complex business problems and discovering business insights through the use of statistical, algorithmic, mining, and visualization techniques. The data scientist contributes to building and developing the organization\xe2\x80\x99s data infrastructure as it relates to Workforce Analytics with insights, management reports, and analysis for decision making processes.\n</p><p><b>Responsibilities\n</b></p><p>\xc2\xb7 Establish strong cross-functional relationships to fully understand the business and factors of success in the industry.\n</p><p>\xc2\xb7 Translates business needs into analytics to support business decisions and workflows.\n</p><p>\xc2\xb7 Proactively mines data warehouses to identify trends and patterns and generates insights for business units and senior leadership.\n</p><p>\xc2\xb7 Performs large scale experimentation to identify hidden relationships between variables in large datasets.\n</p><p>\xc2\xb7 Visualizes information and develops engaging presentations on the results of data analysis using data visualization tools\n</p><p>\xc2\xb7 Supports user experience specialists and information architects to enhance information visualization through development of dashboards and user interfaces.\n</p><p>\xc2\xb7 Strong programming skills using R and/or Python.\n</p><p><b>Requirements </b>:\n</p><p>\xc2\xb7 Degree in Computer Science, Statistics, Mathematics\n</p><p>\xc2\xb7 Masters Degree Preferred\n</p><p>\xc2\xb7 Ability to help generate relevant workforce/talent analytics to further business and HR strategic initiatives and priorities\n</p><p>\xc2\xb7 Ability to synthesize large amounts of data and identify key trends\n</p><p>\xc2\xb7 Ability to present data in a logical, concise manner\n</p><p>\xc2\xb7 Ability to explain data and metrics to a non-technical audience\n</p><p>\xc2\xb7 Project management and Facilitation skills\n</p><p><b>Required Competencies </b>:\n</p><p>\xc2\xb7 Plan and Organize\n</p><p>\xc2\xb7 Demonstrate Good Judgement\n</p><p>\xc2\xb7 Innovate\n</p><p>\xc2\xb7 Build Trusting Relationships\n</p><p>\xc2\xb7 Influence Others\n</p><p></p><p><b>Work Shift\n</b></p>8 hour, day shift\n<p></p><p><b>Our Nation\xe2\x80\x99s veterans bring an extraordinary array of skills and training to any position. Shaw actively works to understand how these skills can translate to our job categories. </b><b>Shaw will consider an applicant\xe2\x80\x99s military service and work experience when determining whether a candidate meets the requirements of a posted job. </b><b>Shaw values Diversity &amp; Inclusion. We are an Affirmative Action and Equal Opportunity Employer, Veterans &amp; Disabled.</b></p></div>'",Data Scientist
394,"b""About the Company\n<br/><br/>\nCivis Analytics is a technology and strategic services company that works with organizations seeking to make more efficient, accurate, and data-driven decisions. Civis was founded in 2013 by former members of the analytics team on the 2012 Obama campaign and today works with some of the nation's leading progressive political and advocacy organizations, Fortune 500 companies, and major nonprofits.\n<br/><br/>\n<b>Civis' objective this year and next is simple:</b> we want every political client organization to be data-driven and digital first. Here's how you'd help:\n<br/><br/>\nFirst, the Civis platform is the technology of record for hundreds of in-house data scientists and analysts across the progressive movement. We seek to extend the feature set and capabilities to help these users quickly and self-reliantly accomplish their missions through data.\n<br/><br/>\nSecond, Civis is building new digital technologies to help campaigns make the transition to digital outreach. It's 2019 after all. We're building the measurement, execution, and attribution tools to help these campaigns measure, target, and spend their dollars effectively and transparently through digital tools.\n<br/><br/>\nBelow are some details, and the application is below. And even if you want to just hear more, let us know and we'll quickly get on the phone with you to discuss more.\n<br/><br/>\nAbout the Company\n<br/><br/>\nThe political R&amp;D group is seeking a Data Scientist to join our team of data scientists and strategists in New York City. We're a small team who works hard and makes a measurable impact in supporting progressive causes. If you're looking for a way to have a big impact on the 2020 election, this is it.\n<br/><br/>\nWe function as the research and development arm for Civis's political work, and we incubate our work directly with some of the largest, most impactful progressive organizations in the country. Problems ranging from large-scale optimization and resource allocation to high dimensional modeling to causal inference make up our day-to-day.\n<br/><br/>\nCivis embraces the individuality of our employees and we celebrate each other's differences. Our products, services, and culture benefit from and thrive on the unique perspectives brought by each person in our Civis community. We're proud to be an equal opportunity workplace, and we are committed to equal employment opportunity regardless of race, age, sex, color, ancestry, religion, national origin, sexual orientation, gender identity, citizenship, marital status, disability, or Veteran status. If you have a disability or special need that requires accommodation, please let us know.\n<br/><br/>\nLearn more about Civis at www.civisanalytics.com ( http://www.civisanalytics.com/ ).\n<br/><br/>\nAbout the Role\n<br/><br/>\nAs a Data Scientist on the research and development team in our NYC office, your day-to-day work will involve everything from statistical modeling in Python/R, to the testing and development of statistical software and production-level pipelines, to project management. You will also actively work with our strategy teams to distill and communicate results effectively to our progressive clients.\n<br/><br/>\nMinimum Qualifications\n<br/><br/>\n<ul>\n<li>Ability to learn new techniques and technologies quickly as our needs change</li>\n<li>Ability to work well in a small team in a self-directed manner</li>\n<li>Bachelor's degree in an analytical subject (political science, statistics, math, economics, physics, etc) or equivalent</li>\n<li>Proficiency with machine learning and statistical modeling (e.g., scikit-learn, TensorFlow, Stan)</li>\n</ul>\nPreferred Qualifications\n<br/><br/>\n<ul>\n<li>Familiarity with software development tools and practices (Git, code review, etc.)</li>\n<li>Relevant work experience in applied statistics or machine learning</li>\n<li>Proficiency with Python or R, and SQL</li>\n</ul>\n""",Data Scientist
395,"b'<div><h2 class=""jobSectionHeader""><b>The Role</b></h2>\n<p>At WeWork, data sits in the center of our business, providing insights into the effectiveness of our physical and digital product &amp; features. We believe data brings everything together and it is the only way we make decisions.</p>\n<p>\nWe are seeking Data Scientists to join the Data &amp; Analytics organization and provide insights and recommendations to drive the strategic direction for WeWork\xe2\x80\x99s technology teams. The Data &amp; Analytics group performs a wide breadth of work: from analyzing space utilization via sensor data and member engagement via sentiment analysis, to optimizing our construction process and developing recommendation engines across our software products.</p>\n<p>\nThe ideal person for this role is highly analytical, thinks about problems in a structured way, is passionate about generating hypotheses for business problems, and is excellent at delivering actionable insights and recommendations.</p>\n<h2 class=""jobSectionHeader""><b>\nResponsibilities</b></h2>\n<ul><li>Work with product, engineering, and business leaders to find opportunities to improve and enhance our technology products and business processes</li>\n<li>Use data to inform and influence the direction of product team roadmaps and inform product decisions</li>\n<li>Use statistical and inferential methods to deepen our understanding of patterns/trends in user behavior, design experiments, and uncover new opportunities</li>\n<li>Work with stakeholders to formulate quantitative and measurable objectives that have an impact on the business</li>\n<li>Formulate and refine questions, and explore data to discover meaningful relationships or insights</li>\n<li>Deliver compelling data stories to drive awareness and understanding of metrics and experiment results</li>\n</ul><h2 class=""jobSectionHeader""><b>Requirements</b></h2>\n<ul><li>3+ years of experience (5+ preferred) in quantitative analysis or data science</li>\n<li>Solid understanding of methods in statistical analysis (e.g., supervised/unsupervised machine learning methods, hypothesis testing, etc.)</li>\n<li>Strong analytical skills, with experience breaking down a large problem into smaller, solvable components</li>\n<li>Solid skills in data extraction and transformation with SQL</li>\n<li>Strong skills in data exploration, analysis, and visualization with Python or R</li>\n<li>Experience with BI and data visualization tools like Looker or Tableau</li>\n<li>Ability to initiate and drive projects to completion</li>\n<li>Excellent written and verbal communication skills; with the ability to communicate the results of your work in meaningful ways</li>\n<li>Strong collaboration skills with both technical and non-technical groups</li>\n</ul><h2 class=""jobSectionHeader""><b>Nice to Have</b></h2>\n<ul><li>Advanced degree in a quantitative field (e.g., mathematics, computer science, physics, economics, engineering, operations research, quantitative social science).</li>\n<li>Experience in product analytics, user modeling or experimentation.</li>\n</ul><p>WeWork is the platform for creators, providing hundreds of thousands of members across the globe space, community, and services that enable them to do what they love and craft their life\'s work. Our mission is to build a world where people work to make a life, not just a living, and our own team members are central to that goal.</p>\n<p>\nWe are building software for physical space that uses data and technology at each point in the building process, such that it can make better sourcing decisions, improve its designs, build faster and smarter, and ultimately improve the lives of the people working within its buildings. Our state of the art technologies and dedication to technological innovation are key reasons why WeWork has been able to scale from operating one workspace location to more than 210 in just over eight years.</p>\n<p>\nWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.</p></div>'","Data Scientist, Redtech"
396,"b""ABOUT US\n<br/>Lark is the world's largest A.I. healthcare provider, servicing more than a million patients suffering from, or at risk of, chronic disease with A.I. Nurses. We\xe2\x80\x99re on a mission to improve people\xe2\x80\x99s health and happiness through our digital health coach. We are the only A.I. nurse ever to become fully medically reimbursed to 100% replace a live nurse because we achieved equivalent health outcomes to live healthcare professionals - which allows for infinitely scalable healthcare. Since launch Lark has continued to receive awards and accolades for both our product, and our leadership.\n<br/><br/>\n\xe2\x9c\xa6Apple's Top 10 Apps in the World\n<br/>\xe2\x9c\xa7 Business Insider 's most innovative companies in the world along with Uber and Snapchat\n<br/>\xe2\x9c\xa6 Biz Journal \xe2\x80\x99s 100 Women of Influence\n<br/><br/>\nWe are looking for a data scientist with passion for NLP and/or RL to join our growing team in Mountain View, CA, where you'll work on personalizing our AI nurse helping millions of people handle their chronic diseases.\n<br/><br/>\nABOUT THE ROLE\n<br/><br/>\n<b>What You\xe2\x80\x99ll Do:</b><br/>\n<ul>\n<li>Use ML to improve our product</li>\n<li>Design and analyse A/B tests for major app changes</li>\n<li>Assist the business team and product team in making data driven decisions</li>\n</ul>\nWhat You\xe2\x80\x99ll Need\n<br/><ul>\n<li>Phd in a quantitative field + 2 years of experience OR MS 5+ years of experience</li>\n<li>Proficiency in Python</li>\n<li>Great communication skills</li>\n</ul>\nNice to have\n<br/><ul>\n<li>Fluency with pyspark</li>\n<li>Experience with AWS and EMR</li>\n<li>Previous employment in a start-up</li>\n</ul>\nJOIN US\n<br/>Our team works with cutting edge tools and technology related to Artificial Intelligence and Machine Learning. We are using NLP to process millions of meals, and accelerometer data to compute activity and sleep amounts from users' phones. Our chat AI is the most sophisticated digital health engagement tool in the world. Join us and make it even better!\n<br/><br/>\nLark is an Equal Opportunity Employer. Lark does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.""",Data Scientist
397,"b'<div><p>Zenreach solves a major problem for brick-and-mortar businesses\xe2\x80\x94the majority of advertising is online, yet over 90% of purchasing still happens offline . Our platform links the two by automatically tracking customer visits, building rich customer profiles, targeting communication more precisely and directly measuring in-store impact.</p><p></p><br/>\n<p>\nWe are backed by some of the biggest names in the Silicon Valley. If you\xe2\x80\x99re interested in joining a team that is changing the way the world does business, this might be the place for you.</p><p></p><br/>\n<p><b>\nOUR VALUES</b></p>\n<p>Be Committed: Work hard, Own the problem, Learn</p><p>\nCreate Trust: Do what you say, Create trust with our Clients and Colleagues</p><p>\nBe Bold: Experiment, Speak up, Hope is not a plan</p>\nDeliver High Performance: Prepare, Commit, (over) Deliver<p></p><br/>\n<p><b>\nRESPONSIBILITIES</b></p><ul>\n<li>Apply your expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers, understand how our users interact and engage with Zenreach products, and draw actionable insights</li>\n<li>Partner closely with product, engineering and marketing teams to solve problems and identify trends and opportunities</li>\n<li>Lead the definition of product and business success metrics, collaborate with working teams to ensure correct data tracking instrumentation for measurement</li>\n<li>Help set up experiments, analyze and interpret results</li>\n<li>Build reports and dashboards to monitor KPIs (Key Performance Indicators), understand drivers of KPI changes</li>\n<li>Effectively communicate insights and recommendations to stakeholders</li>\n<li>Design and implement predictive models to improve targeting, engagement, conversion, and retention</li>\n<li>Lead ongoing decisions concerning data collection, test/study design and data analyses</li>\n</ul><p></p><p><b>TECH WE USE</b></p>\n<ul><li>RedShift, SnowFlake</li>\n<li>Python</li>\n<li>SQL</li>\n<li>Linux</li>\n<li>Tableau</li>\n</ul><p><b>REQUIREMENTS</b></p><ul>\n<li>Bachelors or master\xe2\x80\x99s in computer science, Statistics, Math, Finance, or other quantitative field</li>\n<li>2+ years of professional experience with quantitative analysis</li>\n<li>Experience in querying and manipulating large data sets using SQL</li>\n<li>Understanding of statistics (e.g., hypothesis testing, regressions)</li>\n<li>Knowledge in experimentation methods and/or predictive modeling</li>\n<li>Ability to translate complex data into actionable insights for a non-technical audience</li>\n<li>Experience with AWS or other Cloud Service provider</li>\n</ul><p></p><p><b>BENEFITS</b></p><ul>\n<li>Flexible hours of work</li>\n<li>Flexible vacation plan</li>\n<li>Enhanced paternity and maternity leaves</li>\n<li>Organized volunteer events to give back to our community and plenty of off-sites and happy hours to relax and unwind.</li><br/>\n</ul><p></p><br/>\n<p>Zenreach is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, state, or local law.</p><p></p><br/>\n<ul><li>Zenreach is an E-Verify participant</li></ul><p></p><br/>\n<p>\nPursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.</p></div>'",Data Scientist
398,"b'<div><p><b>Position Description</b></p><br/>\nAs the Walmart Voice Commerce team we are building completely new capabilities to allow our customers to shop by seamlessly interacting with their connected devices using spoken language. This team is part of the Growth organization and will build new voice experiences both in-house and in collaboration with strategic partners. Voice as a medium for shopping is still in its infancy and as part of this team you will get to work on industry leading solutions and be at the forefront of this emerging platform. You will get to part of defining how customers shop in everyday lives.<br/>\n<p><b>Minimum Qualifications</b></p><br/>\n<ul><li>\nPh. D. in computer science or similar field or MS with 3+ years of related experience<br/>\n</li><li>Deep knowledge of machine learning, information retrieval, data mining, statistics, NLP or related field.<br/>\n</li><li>Good functional coding skills in C++, Java, Scala in addition to good knowledge of one of the scripting languages such as Python or Perl.<br/>\n</li><li>Experience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark etc.)<br/>\n</li><li>Superior ability to analyze and interpret the results of product experiments.<br/>\n</li><li>Proven experience working with statistical languages such as R.<br/>\n</li><li>Strong communication skills both written and verbal<br/>\n</li></ul><br/>\n<p><b>Additional Preferred Qualifications</b></p><br/>\n<ul><li>\nKnowledge of Spark, Scikit-learn, Problem solving, Willing to learn new technologies.<br/>\n</li><li>Self-starter, Quick learner, Keen observer, eye for detail and someone who relishes challenges<br/>\n</li><li>Strong research and publication record<br/>\n</li></ul>\n<br/>\n#LI-SN1<br/>\n<p><b>Company Summary</b></p><br/>\nThe Walmart eCommerce team is rapidly innovating to evolve and define the future state of shopping. As the world\xe2\x80\x99s largest retailer, we are on a mission to help people save money and live better. With the help of some of the brightest minds in technology, merchandising, marketing, supply chain, talent and more, we are reimagining the intersection of digital and physical shopping to help achieve that mission.<br/>\n<p><b>Position Summary</b></p><br/>\nAs the Walmart Voice Commerce team we are building completely new capabilities to allow our customers to shop by seamlessly interacting with their connected devices using spoken language. This team is part of the Growth organization and will build new voice experiences both in-house and in collaboration with strategic partners. Voice as a medium for shopping is still in its infancy and as part of this team you will get to work on industry leading solutions and be at the forefront of this emerging platform. You will get to part of defining how customers shop in everyday lives.</div>'",Staff Data Scientist - NLP
399,"b'By trade we are a technology company, but if you ask anyone that works here, they\xe2\x80\x99ll tell you we are a people company. As the industry leader in Accounts Payable (AP) Automation, AvidXchange strives to provide an innovative and collaborative work environment. We do that through focusing on our people, our culture, and ensuring we run our business in a way that enables every employee to achieve their fullest potential and help us create a world class company. Our employees live by our core values, including \xe2\x80\x9cInnovate to Change the Game,\xe2\x80\x9d \xe2\x80\x9cPassion About Customer Success,\xe2\x80\x9d \xe2\x80\x9cWin as a Team,\xe2\x80\x9d and \xe2\x80\x9cHave a Blast.\xe2\x80\x9d Whether you live in Charlotte and can enjoy our corporate campus at the AvidXchange Music Factory, or you live across the country, AvidXchange has locations waiting for you. We are on a mission to create something different at AvidXchange . Love where you work. Live Avidly.\n<br/><br/>\nAs a Data Scientist II at AvidXchange, you will have the opportunity to work with cross-functional and interdisciplinary teams to solve challenging and engaging business problems that have a direct and measurable impact on the business. We are seeking intelligent and innovative thinkers, creative problem-solvers, and those with an aptitude for learning both quickly and continuously to help us establish and build out a data science practice at our firm. You will be challenged to excel and lead alongside the brightest talent in the Financial Technology industry, to build and validate models, and to create meaningful data products and insightful analytics that positively transform the organizations capabilities. Job Responsibilities:\n<br/>Design, construct, train, and deploy machine learning / artificial intelligence models aimed at both automating business processes and approximating business functions\n<br/>Create probabilistic and deterministic models to drive business decision making\n<br/>Generate insight and socialize results across organization\n<br/>Review code, and provide feedback, created by Data Scientist I team members\n<br/>Build mutually beneficial relationships across organization and help empower business units to translate business problems into data science problems and solutions\n<br/>Participate in data science solutioning sessions to help come up with ways to leverage machine learning/AI solutions to solve problems, even if not the lead for that work effort\n<br/>Ability to rapidly prototype solutions and knowledge on architecture and applications integration\n<br/>Knowledgeable in Linux/Unix operating systems and shell scripting languages\n<br/>Experience with web app; API (SOAP, REST, RPC); JavaScript and Node.js development and frameworks.\n<br/>Experience developing scalable applications in a cloud environment (Azure, AWS, Google Cloud, Bluemix, OpenShift, etc.)\n<br/>Experience building Extract, Transform, Load (ETL) pipelines for production ready information applications.\n<br/>Experience with database design, development and optimization\n<br/>Experience with micro services development and real-time streaming (e.g., container management, task queues &amp; message brokers)\n<br/>Experience with data quality assessment and management\n<br/>Experience with model validation, verification and testing\n<br/>Experience developing in lean-agile-kaban frameworks\n<br/>Compile and deliver documentation such as white papers and technical notebooks for presentations\n<br/>Collaborate with engineering teams to develop prototypes and products that can be deployed across varied environments\n<br/>Work directly with C-level executives to develop a portfolio of projects and products that will drive competitive advantage\n<br/>Create &amp; deliver executive-level presentations Experience and Qualifications: Requirements:\n<br/>Bachelor\xe2\x80\x99s degree or equivalent in statistics, mathematics, computer science, operations research, economics, or a related quantitative field\n<br/>2+ years of experience with data querying languages (e.g. SQL)\n<br/>2+ years of experience with scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Weka, SAS, Matlab) in professional or educational setting, OR a Master\xe2\x80\x99s Degree in related quantitative field\n<br/>Must have detailed knowledge of deep learning architectures (e.g. Convolutional Neural Networks, Feedforward Neural Networks, Recurrent Neural Networks, etc.)\n<br/>Must have a clear understanding of how to operationalize models across data science and software engineering teammates, with experience building these solutions into cloud analytics environments\n<br/>Ability to identify new, value-add, opportunities to leverage machine learning/AI techniques to help transform components of organizations\n<br/>Ability to present effectively to senior executives\n<br/>Ability to apply relevant machine learning and data modelling techniques used in supervised problems (e.g. support vector machines, random forests, gradient boosted machines, linear/logistic regression, deep learning, etc.) and unsupervised problems (e.g. clustering, dimensionality reduction, etc.) in at least one statistical tool/language (e.g. R, Python)\n<br/>Experience using version control platforms like GIT, and knowledge of version control strategies such as Gitflow, feature branching, &amp; developer branching\n<br/>Experience with articulating technology capabilities required to support machine learning solutions to technical architecture teams\n<br/>Experience with end-to-end machine learning process based on CRISP-DM framework\n<br/>Experience articulating business questions and using quantitative techniques to arrive at a solution using available data\n<br/>Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to both engineering teams and business audiences\n<br/>Proven track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment Preferred Qualifications:\n<br/>Master\xe2\x80\x99s Degree in related quantitative field\n<br/>Experience with big data analytics technology such as Azure, Hadoop, Spark and related modules\n<br/>Experience with natural language processing and text mining\n<br/><br/>\nAvidXchange is an equal opportunity employer. AvidXchange is committed to equal employment opportunity in accordance with applicable federal, state and local laws. AvidXchange will not discriminate against\n<br/>applicants for employment on any legally recognized basis. This includes, but is not limited to: veteran status, race, color, religion, sex, sexual orientation, gender identity, gender expression, national origin, age\n<br/>and physical or mental disability.'",Data Scientist
